csv_name,accuracy,auroc,precision,recall
breast_cancer_0284_train.csv,0.6456140350877182,0.42980763021954355,0.0,0.0
breast_cancer_0284_with_train.csv,0.9416491228070185,0.9895705983641838,0.9614139399637294,0.8702970297029695
breast_cancer_0568_train.csv,0.6428070175438592,0.29422137322427916,0.04116666666666667,0.0006930693069306931
breast_cancer_0568_with_train.csv,0.9424210526315798,0.9867289065863108,0.9563563991921897,0.8776237623762373
breast_cancer_0852_train.csv,0.6456491228070165,0.42406855359448997,0.02,0.00019801980198019803
breast_cancer_0852_with_train.csv,0.9423508771929836,0.986149913904434,0.9590353340322453,0.8747524752475241
breast_cancer_1136_train.csv,0.6481052631578939,0.5313872148084373,0.45833333333333326,0.007326732673267331
breast_cancer_1136_with_train.csv,0.940456140350878,0.9848105897546279,0.9580783391548219,0.8700990099009901
breast_cancer_1420_train.csv,0.6469824561403502,0.6277534438226431,0.29333333333333333,0.0041584158415841595
breast_cancer_1420_with_train.csv,0.9370526315789475,0.984330068876453,0.9556189148679445,0.8624752475247531
breast_cancer_1704_train.csv,0.6256140350877192,0.42210180800688785,0.1473433753209295,0.009207920792079213
breast_cancer_1704_with_train.csv,0.9332280701754382,0.9829068015497202,0.9464874445050586,0.8602970297029706
breast_cancer_original_train.csv,0.9511228070175437,0.9925091476538961,0.9548885894884686,0.9048514851485159
thyroid_cancer_0191_train.csv,0.5377083333333332,0.17559044551798172,0.07598078922809161,0.057407407407407296
thyroid_cancer_0191_with_train.csv,0.9392187499999994,0.9801932367149759,0.9527761943044262,0.8248148148148143
thyroid_cancer_0382_train.csv,0.6627083333333336,0.41737117552334935,0.2760661810009638,0.12333333333333334
thyroid_cancer_0382_with_train.csv,0.9276041666666667,0.9735869565217393,0.9245014109970904,0.8088888888888884
thyroid_cancer_0573_train.csv,0.7118750000000001,0.47103462157809994,0.45258142511083654,0.10018518518518521
thyroid_cancer_0573_with_train.csv,0.9195312500000001,0.9652831454643049,0.9385338671360404,0.7640740740740735
thyroid_cancer_0764_train.csv,0.745625,0.5442096081588835,0.7611515151515147,0.13888888888888892
thyroid_cancer_0764_with_train.csv,0.9069270833333336,0.9659460547504025,0.9163695822783319,0.7368518518518518
thyroid_cancer_0955_train.csv,0.7543229166666666,0.5781857219538377,0.7685613969363966,0.18203703703703714
thyroid_cancer_0955_with_train.csv,0.9072916666666668,0.9590660225442832,0.9208281594555636,0.7342592592592598
thyroid_cancer_1146_train.csv,0.7456770833333334,0.6050523349436392,0.6835759394544225,0.18074074074074076
thyroid_cancer_1146_with_train.csv,0.9219270833333333,0.9606535158346747,0.9658143506400886,0.7492592592592588
thyroid_cancer_original_train.csv,0.9683333333333333,0.9965432098765438,0.9782781297134242,0.9075925925925913
heart_disease_0151_train.csv,0.31743421052631593,0.2922756804214224,0.35503878406100964,0.26999999999999974
heart_disease_0151_with_train.csv,0.855197368421053,0.9099613696224759,0.8596908201621326,0.8857647058823518
heart_disease_0302_train.csv,0.42203947368421046,0.3704038630377522,0.4824406896713608,0.46741176470588214
heart_disease_0302_with_train.csv,0.8308552631578949,0.876252853380158,0.8212167108939197,0.891764705882352
heart_disease_0453_train.csv,0.435,0.3625057067603159,0.4952390071339727,0.5561176470588238
heart_disease_0453_with_train.csv,0.8142105263157896,0.8979912203687443,0.7962483640077461,0.8976470588235282
heart_disease_0604_train.csv,0.4522368421052631,0.4068762071992977,0.5087123117780765,0.5972941176470589
heart_disease_0604_with_train.csv,0.8047368421052629,0.8794275680421425,0.7874763728814839,0.8917647058823518
heart_disease_0755_train.csv,0.49585526315789474,0.47916066725197565,0.5388959539286101,0.6818823529411763
heart_disease_0755_with_train.csv,0.7714473684210523,0.8793801580333624,0.7410412272205038,0.9091764705882351
heart_disease_0906_train.csv,0.5565789473684213,0.5503863037752417,0.595898107942882,0.6437647058823528
heart_disease_0906_with_train.csv,0.7897368421052632,0.8727111501316948,0.7676139935148046,0.8952941176470575
heart_disease_original_train.csv,0.8565131578947377,0.9211343283582094,0.864113262780106,0.882352941176469
heart_failure_0459_train.csv,0.5441830065359476,0.5819425150619746,0.5612937011560396,0.7932806324110673
heart_failure_0459_with_train.csv,0.8833551198257074,0.9355773437200203,0.8664278343926393,0.932094861660079
heart_failure_0918_train.csv,0.592156862745098,0.5869814651368048,0.6041060966356757,0.7547826086956523
heart_failure_0918_with_train.csv,0.883333333333333,0.9347225526689437,0.857594673724085,0.945335968379447
heart_failure_1377_train.csv,0.566252723311547,0.5714434552361947,0.5887082622032055,0.7076284584980231
heart_failure_1377_with_train.csv,0.8760784313725487,0.9288971180782069,0.8524237350996483,0.9375098814229242
heart_failure_1836_train.csv,0.5423965141612199,0.5404583829003413,0.567861776417622,0.7107905138339917
heart_failure_1836_with_train.csv,0.8647058823529409,0.9211627460762116,0.8432107826714891,0.9269565217391308
heart_failure_2295_train.csv,0.530566448801743,0.5511245634905406,0.5558257230699023,0.738695652173913
heart_failure_2295_with_train.csv,0.868692810457516,0.9211827007943516,0.8414150740494608,0.9387351778656126
heart_failure_2754_train.csv,0.5083442265795209,0.47188284277984566,0.5402373864756109,0.7252173913043474
heart_failure_2754_with_train.csv,0.8595424836601306,0.9192776008288878,0.8375034709879304,0.9246245059288541
heart_failure_original_train.csv,0.8899564270152507,0.9402780229479258,0.8833572212860354,0.922134387351779
diabetes_0260_train.csv,0.5260384615384619,0.5230336257309941,0.5864663592706866,0.6416447368421051
