csv_name,accuracy,auroc,precision,recall
breast_cancer_0284_train.csv,0.6385964912280702,0.42216422729229447,0.0,0.0
breast_cancer_0284_with_train.csv,0.9543859649122807,0.9902604390873869,0.9583333333333334,0.9108910891089109
breast_cancer_0568_train.csv,0.6631578947368421,0.40620964270340076,1.0,0.04950495049504951
breast_cancer_0568_with_train.csv,0.9543859649122807,0.9904756780025828,0.9489795918367347,0.9207920792079208
breast_cancer_0852_train.csv,0.6210526315789474,0.37499999999999994,0.29411764705882354,0.04950495049504951
breast_cancer_0852_with_train.csv,0.9649122807017544,0.9913366336633662,0.9690721649484536,0.9306930693069307
breast_cancer_1136_train.csv,0.6701754385964912,0.7049612569952648,0.8181818181818182,0.0891089108910891
breast_cancer_1136_with_train.csv,0.9543859649122807,0.9885923374946191,0.9583333333333334,0.9108910891089109
breast_cancer_1420_train.csv,0.7298245614035088,0.8565163581575549,0.9615384615384616,0.24752475247524752
breast_cancer_1420_with_train.csv,0.9508771929824561,0.9906909169177788,0.9484536082474226,0.9108910891089109
breast_cancer_1704_train.csv,0.6175438596491228,0.44059405940594054,0.3888888888888889,0.13861386138613863
breast_cancer_1704_with_train.csv,0.9473684210526315,0.9895609126130004,0.9479166666666666,0.900990099009901
breast_cancer_original_train.csv,0.9614035087719298,0.9912290142057684,0.96875,0.9207920792079208
thyroid_cancer_0191_train.csv,0.375,0.23993558776167473,0.07692307692307693,0.1111111111111111
thyroid_cancer_0191_with_train.csv,0.8645833333333334,0.92914653784219,0.7916666666666666,0.7037037037037037
thyroid_cancer_0382_train.csv,0.5885416666666666,0.5558239398819109,0.29508196721311475,0.3333333333333333
thyroid_cancer_0382_with_train.csv,0.8802083333333334,0.94296833064949,0.7818181818181819,0.7962962962962963
thyroid_cancer_0573_train.csv,0.6041666666666666,0.5116747181964573,0.2608695652173913,0.2222222222222222
thyroid_cancer_0573_with_train.csv,0.8802083333333334,0.9243156199677939,0.803921568627451,0.7592592592592593
thyroid_cancer_0764_train.csv,0.6458333333333334,0.5844068706387547,0.3333333333333333,0.25925925925925924
thyroid_cancer_0764_with_train.csv,0.8072916666666666,0.8972088030059044,0.6808510638297872,0.5925925925925926
thyroid_cancer_0955_train.csv,0.6875,0.5740740740740741,0.39285714285714285,0.2037037037037037
thyroid_cancer_0955_with_train.csv,0.828125,0.8903650026838432,0.7142857142857143,0.6481481481481481
thyroid_cancer_1146_train.csv,0.703125,0.6280193236714976,0.45454545454545453,0.2777777777777778
thyroid_cancer_1146_with_train.csv,0.84375,0.9013687600644122,0.7727272727272727,0.6296296296296297
thyroid_cancer_original_train.csv,0.9635416666666666,0.9944981213097155,0.9433962264150944,0.9259259259259259
heart_disease_0151_train.csv,0.3223684210526316,0.31501316944688323,0.375,0.3176470588235294
heart_disease_0151_with_train.csv,0.7763157894736842,0.8567164179104478,0.8072289156626506,0.788235294117647
heart_disease_0302_train.csv,0.4342105263157895,0.41773485513608427,0.49333333333333335,0.43529411764705883
