csv_name,accuracy,auroc,precision,recall
breast_cancer_0284_train.csv,0.6456140350877182,0.2897384847180364,0.0,0.0
breast_cancer_0284_with_train.csv,0.9543859649122802,0.9912828239345682,0.9489795918367332,0.9207920792079229
breast_cancer_0568_train.csv,0.35438596491228147,0.20232458028411557,0.11214953271028011,0.1188118811881189
breast_cancer_0568_with_train.csv,0.9403508771929833,0.9899913904433929,0.9468085106382962,0.8811881188118814
breast_cancer_0852_train.csv,0.6421052631578946,0.2827163151097726,0.3333333333333329,0.009900990099009908
breast_cancer_0852_with_train.csv,0.9578947368421066,0.9930585449849332,0.9684210526315798,0.9108910891089114
breast_cancer_1136_train.csv,0.7473684210526319,0.7258663366336635,0.8222222222222227,0.36633663366336594
breast_cancer_1136_with_train.csv,0.9578947368421066,0.9915518725785643,0.9494949494949484,0.9306930693069301
breast_cancer_1420_train.csv,0.6456140350877182,0.3532877744296172,0.0,0.0
breast_cancer_1420_with_train.csv,0.9508771929824568,0.9885923374946196,0.9578947368421066,0.9009900990099023
breast_cancer_1704_train.csv,0.6175438596491233,0.5495587602238475,0.0,0.0
breast_cancer_1704_with_train.csv,0.9578947368421066,0.9906909169177806,0.9587628865979382,0.9207920792079229
breast_cancer_original_train.csv,0.9578947368421066,0.9932737839001266,0.9587628865979382,0.9207920792079229
thyroid_cancer_0191_train.csv,0.4270833333333336,0.2922705314009662,0.1315789473684212,0.18518518518518537
thyroid_cancer_0191_with_train.csv,0.890625,0.9593397745571651,0.8113207547169823,0.796296296296296
thyroid_cancer_0382_train.csv,0.5625,0.46081588835212073,0.25,0.27777777777777835
thyroid_cancer_0382_with_train.csv,0.8541666666666672,0.9471282877079973,0.75,0.7222222222222224
thyroid_cancer_0573_train.csv,0.640625,0.5240203972088028,0.34042553191489316,0.2962962962962967
thyroid_cancer_0573_with_train.csv,0.8645833333333328,0.9338432635534093,0.75,0.7777777777777771
thyroid_cancer_0764_train.csv,0.6458333333333343,0.602254428341384,0.32499999999999957,0.24074074074074056
thyroid_cancer_0764_with_train.csv,0.838541666666667,0.9185453569511556,0.7254901960784312,0.685185185185185
thyroid_cancer_0955_train.csv,0.703125,0.6347289318303809,0.45161290322580716,0.25925925925925947
thyroid_cancer_0955_with_train.csv,0.84375,0.9130434782608705,0.75,0.6666666666666659
thyroid_cancer_1146_train.csv,0.6927083333333338,0.6625067096081589,0.4193548387096775,0.24074074074074056
thyroid_cancer_1146_with_train.csv,0.8541666666666672,0.9118357487922707,0.7954545454545463,0.6481481481481469
thyroid_cancer_original_train.csv,0.9583333333333325,0.99651100375738,0.9259259259259248,0.9259259259259248
heart_disease_0151_train.csv,0.3223684210526309,0.25548726953467954,0.3928571428571431,0.38823529411764696
heart_disease_0151_with_train.csv,0.8092105263157902,0.8735733099209843,0.8181818181818176,0.8470588235294101
heart_disease_0302_train.csv,0.44078947368421045,0.43617208077260733,0.5,0.44705882352941084
heart_disease_0302_with_train.csv,0.7434210526315799,0.8193151887620715,0.7555555555555554,0.7999999999999985
heart_disease_0453_train.csv,0.4210526315789472,0.4005267778753286,0.4810126582278476,0.44705882352941084
heart_disease_0453_with_train.csv,0.7565789473684202,0.8611062335381932,0.766666666666666,0.8117647058823535
heart_disease_0604_train.csv,0.45394736842105293,0.4156277436347673,0.5108695652173908,0.5529411764705894
